"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.145015023E2,4.817062943E1,1.154884614E1,5.201630868E2,6.481564045E0,3.159118766E2,4.000604137E0,4.000604137E0
2.155014965E2,4.817067306E1,1.154878767E1,5.194787717E2,6.489627361E0,3.164967867E2,4.000604137E0,4.000604137E0
2.165014907E2,4.817071267E1,1.154872759E1,5.188779976E2,6.481564045E0,3.148549185E2,4.000604137E0,4.000604137E0
2.175014846E2,4.817075130E1,1.154866534E1,5.182945865E2,6.426579952E0,3.174284518E2,6.000906205E0,6.000906205E0
2.185014790E2,4.817079729E1,1.154861031E1,5.176723721E2,6.426579952E0,3.194208999E2,6.000906205E0,6.000906205E0
2.195014731E2,4.817084068E1,1.154855023E1,5.169836553E2,6.658786297E0,3.204644436E2,6.000906205E0,6.000906205E0
2.205014676E2,4.817088535E1,1.154849326E1,5.166841806E2,6.658786297E0,3.203064749E2,6.000906205E0,6.000906205E0
2.215014617E2,4.817092223E1,1.154843360E1,5.162509799E2,6.473429680E0,3.178835610E2,6.000906205E0,6.000906205E0
2.225014552E2,4.817096051E1,1.154839984E1,5.145843750E2,5.977275848E0,3.121106304E2,6.000906205E0,6.000906205E0
2.235014499E2,4.817099107E1,1.154835340E1,5.134983785E2,4.946694851E0,3.073143350E2,8.001208274E0,8.001208274E0
2.245014439E2,4.817103072E1,1.154831923E1,5.127621300E2,4.744321346E0,3.093467807E2,8.001208274E0,8.001208274E0
2.255014371E2,4.817107443E1,1.154828961E1,5.123533122E2,4.927876949E0,3.156135612E2,8.001208274E0,8.001208274E0
2.265014327E2,4.817110197E1,1.154824307E1,5.123094092E2,4.927876949E0,3.165900597E2,8.001208274E0,8.001208274E0
2.275014259E2,4.817111541E1,1.154819820E1,5.126674029E2,4.927876949E0,2.906188391E2,6.000906205E0,6.000906205E0
2.285014203E2,4.817111376E1,1.154815700E1,5.132872904E2,3.962449074E0,2.536418342E2,6.000906205E0,6.000906205E0
2.295014139E2,4.817111104E1,1.154813784E1,5.140125238E2,5.056028441E-2,1.631424015E2,8.001208274E0,8.001208274E0
2.305014082E2,4.817109423E1,1.154815735E1,5.146352974E2,3.843145609E0,1.195560001E2,8.001208274E0,8.001208274E0
2.315014026E2,4.817106884E1,1.154821017E1,5.148081522E2,3.843145609E0,1.231918054E2,8.001208274E0,8.001208274E0
2.325013962E2,4.817104829E1,1.154827034E1,5.144404767E2,4.397848129E0,1.243709009E2,8.001208274E0,8.001208274E0
2.335013908E2,4.817101836E1,1.154832564E1,5.142204023E2,4.847492218E0,1.280976844E2,6.000906205E0,6.000906205E0
2.345013841E2,4.817098578E1,1.154838492E1,5.131883118E2,5.539660454E0,1.301536396E2,6.000906205E0,6.000906205E0
2.355013783E2,4.817095684E1,1.154845150E1,5.126062637E2,5.869096756E0,1.289758008E2,8.001208274E0,8.001208274E0
2.365013725E2,4.817091793E1,1.154850841E1,5.124494016E2,5.869096756E0,1.306417523E2,8.001208274E0,8.001208274E0
2.375013658E2,4.817088240E1,1.154857234E1,5.126482235E2,5.932525158E0,1.282623602E2,8.001208274E0,8.001208274E0
2.385013612E2,4.817084976E1,1.154863906E1,5.128147731E2,5.947360516E0,1.248068446E2,8.001208274E0,8.001208274E0
2.395013540E2,4.817081807E1,1.154870821E1,5.131498668E2,5.705255032E0,1.262797476E2,8.001208274E0,8.001208274E0
2.405013487E2,4.817078390E1,1.154876952E1,5.146375815E2,5.705255032E0,1.324311662E2,8.001208274E0,8.001208274E0
2.415013426E2,4.817074292E1,1.154882049E1,5.157324406E2,5.651340485E0,1.349933477E2,6.000906205E0,6.000906205E0
2.425013366E2,4.817070691E1,1.154887649E1,5.165654312E2,5.651172161E0,1.453505510E2,6.000906205E0,6.000906205E0
2.435013308E2,4.817066253E1,1.154891772E1,5.172478147E2,5.606163979E0,1.421791302E2,6.000906205E0,6.000906205E0
2.445013246E2,4.817060758E1,1.154893994E1,5.179000313E2,5.955944061E0,1.462744707E2,6.000906205E0,6.000906205E0
2.455013187E2,4.817055956E1,1.154897912E1,5.184939700E2,6.026749611E0,1.458308909E2,6.000906205E0,6.000906205E0
2.465013127E2,4.817051285E1,1.154901524E1,5.191890329E2,5.955944061E0,1.433488411E2,6.000906205E0,6.000906205E0
2.475013066E2,4.817047042E1,1.154905271E1,5.198747623E2,5.311009884E0,1.431823074E2,6.000906205E0,6.000906205E0
2.485013006E2,4.817042944E1,1.154909120E1,5.205266543E2,5.235331535E0,1.479496702E2,6.000906205E0,6.000906205E0
2.495012948E2,4.817038703E1,1.154912884E1,5.211357217E2,5.267606258E0,1.560341280E2,8.001208274E0,8.001208274E0
2.505012882E2,4.817033935E1,1.154915095E1,5.216803015E2,5.587847233E0,1.623290216E2,8.001208274E0,8.001208274E0
2.515012824E2,4.817028856E1,1.154915791E1,5.220561096E2,5.500695705E0,1.690681097E2,8.001208274E0,8.001208274E0
2.525012762E2,4.817023450E1,1.154916339E1,5.222123428E2,5.587847233E0,1.625329027E2,8.001208274E0,8.001208274E0
2.535012712E2,4.817018498E1,1.154919188E1,5.221454587E2,5.597872734E0,1.610222015E2,8.001208274E0,8.001208274E0
2.545012640E2,4.817013443E1,1.154922280E1,5.220655465E2,5.663760662E0,1.593261016E2,8.001208274E0,8.001208274E0
2.555012582E2,4.817008536E1,1.154925349E1,5.219903738E2,5.711475849E0,1.574229377E2,8.001208274E0,8.001208274E0
2.565012531E2,4.817003622E1,1.154927807E1,5.219106215E2,5.663760662E0,1.583617881E2,8.001208274E0,8.001208274E0
2.575012461E2,4.816998920E1,1.154931307E1,5.217830051E2,5.433784962E0,1.607042698E2,6.000906205E0,6.000906205E0
2.585012416E2,4.816993911E1,1.154933064E1,5.216827923E2,5.433784962E0,1.625230536E2,6.000906205E0,6.000906205E0
2.595012349E2,4.816988921E1,1.154934794E1,5.215449451E2,5.556519985E0,1.630164801E2,6.000906205E0,6.000906205E0
2.605012292E2,4.816983836E1,1.154937094E1,5.213699360E2,5.743983269E0,1.637107005E2,6.000906205E0,6.000906205E0
2.615012222E2,4.816978117E1,1.154939086E1,5.211832457E2,5.743983269E0,1.641442673E2,6.000906205E0,6.000906205E0
2.625012170E2,4.816972465E1,1.154940799E1,5.209464980E2,5.903604507E0,1.640869483E2,8.001208274E0,8.001208274E0
2.635012102E2,4.816967169E1,1.154943648E1,5.206562400E2,5.957735062E0,1.632842098E2,8.001208274E0,8.001208274E0
2.645012048E2,4.816961931E1,1.154947075E1,5.204333055E2,5.984374523E0,1.605207426E2,8.001208274E0,8.001208274E0
2.655011986E2,4.816956701E1,1.154950741E1,5.202875257E2,6.150359154E0,1.579553509E2,8.001208274E0,8.001208274E0
2.665011922E2,4.816951418E1,1.154954353E1,5.202024155E2,6.150359154E0,1.583998186E2,6.000906205E0,6.000906205E0
2.675011873E2,4.816946195E1,1.154957762E1,5.201530903E2,6.150359154E0,1.563531524E2,8.001208274E0,8.001208274E0
2.685011809E2,4.816940717E1,1.154960643E1,5.201200328E2,6.128684044E0,1.539480243E2,8.001208274E0,8.001208274E0
2.695011741E2,4.816935751E1,1.154964305E1,5.200257053E2,5.952857971E0,1.524245369E2,8.001208274E0,8.001208274E0
2.705011686E2,4.816931115E1,1.154969652E1,5.199117926E2,6.218560696E0,1.521551543E2,8.001208274E0,8.001208274E0
2.715011623E2,4.816926079E1,1.154974512E1,5.198610702E2,6.218560696E0,1.527290131E2,6.000906205E0,6.000906205E0
2.725011575E2,4.816921173E1,1.154979082E1,5.198434736E2,6.218848705E0,1.531209430E2,6.000906205E0,6.000906205E0
2.735011504E2,4.816915942E1,1.154983499E1,5.198730799E2,6.218848705E0,1.524095242E2,6.000906205E0,6.000906205E0
2.745011445E2,4.816911093E1,1.154987878E1,5.199384978E2,5.776400566E0,1.514605923E2,8.001208274E0,8.001208274E0
2.755011386E2,4.816906698E1,1.154992722E1,5.200444659E2,5.776400566E0,1.492341829E2,8.001208274E0,8.001208274E0
2.765011328E2,4.816902727E1,1.154998211E1,5.201946440E2,5.559948444E0,1.481709137E2,8.001208274E0,8.001208274E0
2.775011259E2,4.816897978E1,1.155002182E1,5.203981872E2,5.559241295E0,1.475360886E2,8.001208274E0,8.001208274E0
2.785011210E2,4.816893228E1,1.155006537E1,5.205008840E2,5.416696072E0,1.477333581E2,8.001208274E0,8.001208274E0
2.795011150E2,4.816888774E1,1.155011025E1,5.204989039E2,5.180645943E0,1.467212880E2,8.001208274E0,8.001208274E0
2.805011089E2,4.816884782E1,1.155015754E1,5.204247679E2,5.191390514E0,1.468090422E2,8.001208274E0,8.001208274E0
2.815011027E2,4.816880206E1,1.155018593E1,5.203127645E2,5.180645943E0,1.494454816E2,8.001208274E0,8.001208274E0
2.825010973E2,4.816875480E1,1.155020270E1,5.200959001E2,4.967641830E0,1.529929999E2,8.001208274E0,8.001208274E0
2.835010905E2,4.816870906E1,1.155021612E1,5.197658274E2,4.737605572E0,1.669513384E2,8.001208274E0,8.001208274E0
2.845010849E2,4.816865829E1,1.155020451E1,5.193547257E2,4.907651424E0,1.681724533E2,8.001208274E0,8.001208274E0
2.855010784E2,4.816861093E1,1.155020415E1,5.188276353E2,5.637846470E0,1.697982842E2,8.001208274E0,8.001208274E0
2.865010725E2,4.816855711E1,1.155020733E1,5.182559870E2,5.637846470E0,1.701956646E2,8.001208274E0,8.001208274E0
2.875010663E2,4.816850100E1,1.155021477E1,5.176987245E2,5.920797825E0,1.698018769E2,8.001208274E0,8.001208274E0
2.885010605E2,4.816844522E1,1.155022264E1,5.171487234E2,5.920797825E0,1.701213658E2,6.000906205E0,6.000906205E0
2.895010546E2,4.816839246E1,1.155023884E1,5.166006569E2,5.683524132E0,1.710963480E2,6.000906205E0,6.000906205E0
2.905010483E2,4.816834079E1,1.155024365E1,5.160622870E2,5.683524132E0,1.733948706E2,6.000906205E0,6.000906205E0
2.915010420E2,4.816828934E1,1.155025669E1,5.155268643E2,5.621733189E0,1.739434714E2,8.001208274E0,8.001208274E0
2.925010363E2,4.816823699E1,1.155027442E1,5.153524175E2,5.588005066E0,1.769002603E2,8.001208274E0,8.001208274E0
2.935010302E2,4.816818118E1,1.155028459E1,5.155194333E2,5.621733189E0,1.787115718E2,8.001208274E0,8.001208274E0
2.945010242E2,4.816812678E1,1.155028803E1,5.159340047E2,6.060957909E0,1.791494279E2,8.001208274E0,8.001208274E0
2.955010180E2,4.816806876E1,1.155027681E1,5.164928630E2,6.074878216E0,1.801351335E2,8.001208274E0,8.001208274E0
2.965010124E2,4.816800988E1,1.155027043E1,5.171394837E2,6.074878216E0,1.777282841E2,8.001208274E0,8.001208274E0
2.975010067E2,4.816795518E1,1.155026725E1,5.177854873E2,6.074878216E0,1.751064204E2,6.000906205E0,6.000906205E0
2.985010000E2,4.816790248E1,1.155027689E1,5.183986899E2,5.825994968E0,1.730611065E2,6.000906205E0,6.000906205E0
2.995009948E2,4.816785017E1,1.155029290E1,5.190265202E2,5.883690357E0,1.721440444E2,6.000906205E0,6.000906205E0
3.005009880E2,4.816779552E1,1.155030994E1,5.196693264E2,6.088476181E0,1.715695162E2,6.000906205E0,6.000906205E0
3.015009824E2,4.816773812E1,1.155031985E1,5.203390636E2,6.088476181E0,1.720150221E2,8.001208274E0,8.001208274E0
3.025009768E2,4.816768240E1,1.155033871E1,5.208419199E2,6.118269920E0,1.718096110E2,8.001208274E0,8.001208274E0
3.035009707E2,4.816762600E1,1.155034379E1,5.211787839E2,6.118269920E0,1.722960844E2,8.001208274E0,8.001208274E0
3.045009642E2,4.816757096E1,1.155034701E1,5.213721016E2,5.922886372E0,1.732760116E2,6.000906205E0,6.000906205E0
3.055009576E2,4.816751651E1,1.155035074E1,5.214696561E2,6.074127197E0,1.751080596E2,6.000906205E0,6.000906205E0
3.065009526E2,4.816746341E1,1.155036585E1,5.215126452E2,5.935525417E0,1.756949368E2,6.000906205E0,6.000906205E0
3.075009463E2,4.816740872E1,1.155038169E1,5.215289741E2,5.935525417E0,1.745593768E2,6.000906205E0,6.000906205E0
3.085009406E2,4.816735487E1,1.155038459E1,5.214938028E2,5.933619499E0,1.721279934E2,8.001208274E0,8.001208274E0
3.095009340E2,4.816730335E1,1.155040156E1,5.213632288E2,5.910370827E0,1.694231156E2,8.001208274E0,8.001208274E0
3.105009288E2,4.816725071E1,1.155042248E1,5.212132817E2,5.910370827E0,1.669886859E2,6.000906205E0,6.000906205E0
3.115009216E2,4.816719544E1,1.155044299E1,5.210478293E2,5.910370827E0,1.634027000E2,6.000906205E0,6.000906205E0
3.125009167E2,4.816714344E1,1.155047120E1,5.208838475E2,6.008600235E0,1.612502888E2,6.000906205E0,6.000906205E0
3.135009103E2,4.816709248E1,1.155050961E1,5.207807672E2,6.008600235E0,1.608664595E2,8.001208274E0,8.001208274E0
3.145009041E2,4.816704243E1,1.155053723E1,5.207477724E2,5.803524017E0,1.607904258E2,8.001208274E0,8.001208274E0
3.155008982E2,4.816698933E1,1.155056047E1,5.207365627E2,5.990784168E0,1.605115219E2,1.200181241E1,1.200181241E1
3.165008917E2,4.816693716E1,1.155058235E1,5.207294542E2,5.884207726E0,1.603513539E2,1.200181241E1,1.200181241E1
3.175008860E2,4.816688565E1,1.155060717E1,5.207395100E2,5.990784168E0,1.592158896E2,1.200181241E1,1.200181241E1
3.185008798E2,4.816683368E1,1.155063218E1,5.207627629E2,5.995865822E0,1.580999460E2,1.200181241E1,1.200181241E1
3.195008742E2,4.816678047E1,1.155065382E1,5.207831607E2,6.013859749E0,1.583172280E2,8.001208274E0,8.001208274E0
3.205008675E2,4.816672980E1,1.155068454E1,5.207773452E2,6.013859749E0,1.592826616E2,8.001208274E0,8.001208274E0
3.215008615E2,4.816667840E1,1.155071609E1,5.207716001E2,6.002501011E0,1.640963876E2,8.001208274E0,8.001208274E0
3.225008560E2,4.816662359E1,1.155073804E1,5.207546560E2,6.002501011E0,1.679264026E2,6.000906205E0,6.000906205E0
3.235008504E2,4.816656344E1,1.155074568E1,5.207212111E2,6.259290218E0,1.699216238E2,8.001208274E0,8.001208274E0
3.245008436E2,4.816650182E1,1.155076745E1,5.206434891E2,6.557423115E0,1.738776693E2,8.001208274E0,8.001208274E0
